X,Y,OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO
-73.274595992999934,40.87227260700007,3858,362306,SMITHTOWN MUNICIPAL SERVICES FACILITY,85 OLD NORTHPORT RD,KINGS PARK,NY,11754,NOT AVAILABLE,(631) 269-6600,TRANSFER,OPEN,SUFFOLK,36103,USA,40.87227261,-73.27459599,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF SMITHTOWN,NOT AVAILABLE,1-4734-00201/00003
-76.294540294999948,42.099934954000034,3859,362310,Southern Tier Recyclers (Taylor TS),352 GLENMARY DRIVE,OWEGO,NY,13827,NOT AVAILABLE,(607) 768-6710,TRANSFER,OPEN,TIOGA,36107,USA,42.09993495,-76.2945403,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,9/29/2026,ROBERT TAYLOR,NOT AVAILABLE,7-4936-00023/00001
-78.439153300999976,42.101496572000023,3860,362311,SOUTHERN TIER RECYCLING CENTER,225 HOMER STREET,OLEAN,NY,14760,NOT AVAILABLE,(716) 366-4060,TRANSFER,OPEN,CATTARAUGUS,36009,USA,42.10149657,-78.4391533,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CASELLA WASTE MANAGEMENT NY,NOT AVAILABLE,9-0466-00018/00001
-72.498615015999974,41.029362676000048,3861,362312,SOUTHOLD TOWN TRANSFER STATION,6155 COX LANE,CUTCHOGUE,NY,11935,NOT AVAILABLE,(631) 734-7685,TRANSFER,OPEN,SUFFOLK,36103,USA,41.02936268,-72.49861502,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF SOUTHOLD,NOT AVAILABLE,52T92R
-76.291169202999981,42.838354372000033,3862,362314,Spafford Transfer Station,STANTON ROAD,SKANEATELES,NY,13152,NOT AVAILABLE,(315) 567-4144,TRANSFER,OPEN,ONONDAGA,36067,USA,42.83835437,-76.2911692,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF SPAFFORD,NOT AVAILABLE,34T03
-75.420963928999981,44.376360249000072,3863,362318,St. Lawrence County Gouverneur Transfer Station,1831 STATE ROUTE 11,GOUVERNEUR,NY,13642,NOT AVAILABLE,(315) 528-0919,TRANSFER,OPEN,ST. LAWRENCE,36089,USA,44.37636025,-75.42096393,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ST. LAWRENCE COUNTY SOLID WASTE DEPT.,NOT AVAILABLE,45R03
-76.813325971999973,42.052002424000079,3864,362313,Southport Drop-off Center,93 INSTITUTION ROAD,PINE CITY,NY,14871,NOT AVAILABLE,(800) 022-3552,TRANSFER,OPEN,CHEMUNG,36015,USA,42.05200242,-76.81332597,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CHEMUNG COUNTY,NOT AVAILABLE,08R04
-74.879177453999944,44.897042629000047,3865,362319,St. Lawrence County Massena Transfer Station,49 DUMP ROAD,MASSENA,NY,13662,NOT AVAILABLE,(315) 576-7312,TRANSFER,OPEN,ST. LAWRENCE,36089,USA,44.89704263,-74.87917745,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,10/31/2017,ST. LAWRENCE COUNTY,NOT AVAILABLE,6-4058-00075/00004
-74.078150674999961,44.402174366000047,3866,362317,St. Armand Transfer Station,RIVER ROAD,ST. ARMAND,NY,12913,NOT AVAILABLE,(518) 889-3189,TRANSFER,OPEN,ESSEX,36031,USA,44.40217437,-74.07815068,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ESSEX COUNTY,NOT AVAILABLE,16R42
-77.599577746999941,42.620962040000045,3867,362316,SPRINGWATER TRANSFER STATION T.S. (T),HUDSON ROAD,SPRINGWATER,NY,14560,NOT AVAILABLE,(585) 669-2545,TRANSFER,OPEN,LIVINGSTON,36051,USA,42.62096204,-77.59957775,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF SPRINGWATER,NOT AVAILABLE,26R14
-75.424176771999953,44.708994124000057,3868,362320,St. Lawrence County Ogdensburg Transfer Station,522 CR 28A,OGDENSBURG,NY,13669,NOT AVAILABLE,(315) 539-7501,TRANSFER,OPEN,ST. LAWRENCE,36089,USA,44.70899412,-75.42417677,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,10/31/2017,ST. LAWRENCE COUNTY,NOT AVAILABLE,6-4050-00034/00004
-74.845662705999985,42.866038799000073,3869,362315,Springfield Conv Station,STATE ROAD 80 NORTH OF 20,SPRINGFIELD CTR.,NY,13468,NOT AVAILABLE,(315) 585-0895,TRANSFER,OPEN,OTSEGO,36077,USA,42.8660388,-74.84566271,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF SPRINGFIELD,NOT AVAILABLE,39R60
-75.797842298999967,42.041921598000044,3870,362325,Suburban Septic and Excavating Service Inc,332 MAIN ST,KIRKWOOD,NY,13795,NOT AVAILABLE,(607) 777-3693,TRANSFER,OPEN,BROOME,36007,USA,42.0419216,-75.7978423,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RODNEY HOOVER,NOT AVAILABLE,04R81
-74.746423376999985,41.765204946000047,3871,362326,SULLIVAN COUNTY FERNDALE TRANSFER STATION,78 LT. J.G. BRENDER HIGHWAY,FERNDALE,NY,12734,NOT AVAILABLE,(914) 292-3670,TRANSFER,OPEN,SULLIVAN,36105,USA,41.76520495,-74.74642338,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SULLIVAN COUNTY,NOT AVAILABLE,3-4836-00296/00001
-74.887222919999942,41.510926256000069,3872,362327,Sullivan County Highland Transfer Station,475 STATE ROUTE 55,ELDRED,NY,12732,NOT AVAILABLE,(845) 555-6983,TRANSFER,OPEN,SULLIVAN,36105,USA,41.51092626,-74.88722292,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SULLIVAN COUNTY DIVISION OF PUBLIC WORKS,NOT AVAILABLE,53R06
-73.675677519999965,41.877419597000028,3873,362322,Stanford TS (T),181 BAUGALL-AMENIA ROAD,STANFORD,NY,12581,NOT AVAILABLE,(845) 586-1031,TRANSFER,OPEN,DUTCHESS,36027,USA,41.8774196,-73.67567752,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF STANFORD,NOT AVAILABLE,14R16
-75.004369854999936,44.16416365200007,3874,362321,ST. LAWRENCE COUNTY STAR LAKE TRANSFER STATION,4582 STATE HIGHWAY 3,STAR LAKE,NY,13690,NOT AVAILABLE,(315) 379-9084,TRANSFER,OPEN,ST. LAWRENCE,36089,USA,44.16416365,-75.00436985,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ST. LAWRENCE COUNTY SOLID WASTE DEPT.,NOT AVAILABLE,NOT AVAILABLE
-74.512914436999949,41.619411628000073,3875,362328,SULLIVAN COUNTY MAMAKATING TRANSFER STATION,164 DUMP ROAD,WURTSBORO,NY,12788,NOT AVAILABLE,(845) 888-0256,TRANSFER,OPEN,SULLIVAN,36105,USA,41.61941163,-74.51291444,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SULLIVAN COUNTY,NOT AVAILABLE,3-4840-00279/00001
-74.688052373999938,43.177965310000047,3876,362324,Stratford Transfer Station,113 COUNTY ROUTE 104 & STATE HIGHWAY 29A,STRATFORD,NY,13470,NOT AVAILABLE,(518) 873-5501,TRANSFER,OPEN,FULTON,36035,USA,43.17796531,-74.68805237,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COUNTY OF FULTON,NOT AVAILABLE,18R07
-74.665918729999987,41.64440478900007,3877,362330,Sullivan County TS/MRF Monticello,132 LANDFILL DRIVE,MONTICELLO,NY,12701,NOT AVAILABLE,(845) 580-0261,TRANSFER,OPEN,SULLIVAN,36105,USA,41.64440479,-74.66591873,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,5/6/2015,SULLIVAN COUNTY,NOT AVAILABLE,3-4846-00079/00031
-73.89644789099998,43.406422627000033,3878,362323,Stony Creek Transfer & Recycling Center,HILL ROAD,STONY CREEK,NY,12878,NOT AVAILABLE,(518) 869-5602,TRANSFER,OPEN,WARREN,36113,USA,43.40642263,-73.89644789,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF STONY CREEK,NOT AVAILABLE,57R11
-75.89486526799999,43.082420411000044,3879,362332,Sullivan Transfer Station,7480 BOLIVAR ROAD,CHITTENANGO,NY,13037,NOT AVAILABLE,(315) 568-6876,TRANSFER,OPEN,MADISON,36053,USA,43.08242041,-75.89486527,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MADISON COUNTY DSWS,NOT AVAILABLE,27T91
-74.996178380999936,41.709378769000075,3880,362331,Sullivan County Western Sullivan Transfer Station,433 MITCHELL POND EAST ROAD,COCHECTON,NY,12726,NOT AVAILABLE,(845) 593-8845,TRANSFER,OPEN,SULLIVAN,36105,USA,41.70937877,-74.99617838,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SULLIVAN COUNTY,NOT AVAILABLE,53R04
-74.829781137999987,41.932426328000062,3881,362329,Sullivan County Rockland Transfer Station,131 OVERLOOK DRIVE,LIVINGSTON MANOR,NY,12758,NOT AVAILABLE,(845) 543-3654,TRANSFER,OPEN,SULLIVAN,36105,USA,41.93242633,-74.82978114,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SULLIVAN COUNTY DIVISION OF PUBLIC WORKS,NOT AVAILABLE,53R02
-76.562408992999977,42.39251145900004,3882,362333,Superior Disposal TS,1180 ELMIRA ROAD,NEWFIELD,NY,14867,NOT AVAILABLE,(607) 727-3000,TRANSFER,OPEN,TOMPKINS,36109,USA,42.39251146,-76.56240899,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,11/30/2024,CASELLA WASTE MANAGEMENT NY,NOT AVAILABLE,7-5034-00036/00002
-76.956050402999949,42.306837048000027,3883,362334,SWARTHOUT RECYCLING LLC,1514 COUNTY ROAD 19,BEAVER DAMS,NY,14812,NOT AVAILABLE,(607) 936-0013,TRANSFER,OPEN,SCHUYLER,36097,USA,42.30683705,-76.9560504,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,BRIAN SWARTHOUT,NOT AVAILABLE,NOT AVAILABLE
-76.093089102999954,43.072576881000032,3884,362335,Syracuse Haulers Waste Removal Inc,6223 THOMPSON ROAD,SYRACUSE,NY,13206,NOT AVAILABLE,(315) 542-6771,TRANSFER,OPEN,ONONDAGA,36067,USA,43.07257688,-76.0930891,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,ROCCO A. GROSSO,NOT AVAILABLE,7-3126-00299/00001
-76.166343781999956,42.083216544000031,3885,362338,Taylor Garbage Service (Apalachin),5730 STATE ROUTE 434,APALACHIN,NY,13732,NOT AVAILABLE,(607) 725-0339,TRANSFER,OPEN,TIOGA,36107,USA,42.08321654,-76.16634378,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,3/18/2024,ROBERT TAYLOR,NOT AVAILABLE,7-4930-00252/00001
-73.845655702999977,41.084815769000045,3886,362336,TARRYTOWN (V) YARD WASTE TS,TOWER HILL ROAD,TARRYTOWN,NY,10591,NOT AVAILABLE,(914) 862-1819,TRANSFER,OPEN,WESTCHESTER,36119,USA,41.08481577,-73.8456557,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF TARRYTOWN,NOT AVAILABLE,NOT AVAILABLE
-73.837365152999951,41.04672806100006,3887,362337,TAXTER ROAD - GREENBURGH (T) LEAF T.S.,TAXTER ROAD,EAST IRVINGTON,NY,10533,NOT AVAILABLE,(914) 993-1644,TRANSFER,OPEN,WESTCHESTER,36119,USA,41.04672806,-73.83736515,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GREENBURGH,NOT AVAILABLE,NOT AVAILABLE
-76.29042820799998,42.491397885000019,3888,362343,TOMPKINS CO. FOOD SCRAP DROP SPOT - DRYDEN,61 EAST MAIN STREET,DRYDEN,NY,13057,NOT AVAILABLE,(607) 273-6632,TRANSFER,OPEN,TOMPKINS,36109,USA,42.49139789,-76.29042821,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOMPKINS COUNTY,NOT AVAILABLE,NOT AVAILABLE
-76.503558330999979,42.45061644500003,3889,362345,TOMPKINS CO. FOOD SCRAP DROP SPOT CCE-TC,615 WILLOW AVENUE,ITHACA,NY,14850,NOT AVAILABLE,(607) 273-6632,TRANSFER,OPEN,TOMPKINS,36109,USA,42.45061644,-76.50355833,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOMPKINS COUNTY,NOT AVAILABLE,NOT AVAILABLE
-76.487872709999976,42.488322807000031,3890,362344,TOMPKINS CO. FOOD SCRAP DROP SPOT - LANSING,2405 NORTH TRIPHAMMER ROAD,LANSING,NY,14850,NOT AVAILABLE,(607) 273-6632,TRANSFER,OPEN,TOMPKINS,36109,USA,42.48832281,-76.48787271,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOMPKINS COUNTY,NOT AVAILABLE,NOT AVAILABLE
-73.905867697999952,43.512395866000077,3891,362341,Thurman Transfer Station,1 ERVING BAKER ROAD,ATHOL,NY,12810,NOT AVAILABLE,(518) 862-9649,TRANSFER,OPEN,WARREN,36113,USA,43.51239587,-73.9058677,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF THURMAN,NOT AVAILABLE,57M10
-76.518742691999975,42.42438479500003,3892,362346,Tompkins County Recycling and SW Center,160 COMMERCIAL AVE.,ITHACA,NY,14850,NOT AVAILABLE,(607) 727-2307,TRANSFER,OPEN,TOMPKINS,36109,USA,42.4243848,-76.51874269,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,5/28/2023,TOMPKINS COUNTY,NOT AVAILABLE,7-5007-00032/00002
-75.856143938999935,44.195938255000037,3893,362339,THERESA TRANSFER STATION,STATE ROUTE 411,THERESA (T),NY,13691,NOT AVAILABLE,(315) 628-4108,TRANSFER,OPEN,JEFFERSON,36045,USA,44.19593826,-75.85614394,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF THERESA,NOT AVAILABLE,NOT AVAILABLE
-76.02249943899993,44.289960783000026,3894,362340,Thousand Island Park Transfer Station,SUNRISE AVE. EXTENSION,THOUSAND ISLAND PARK,NY,13692,NOT AVAILABLE,(315) 548-2576,TRANSFER,OPEN,JEFFERSON,36045,USA,44.28996078,-76.02249944,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,6/1/2020,THOUSAND ISLAND PARK CORPORATION,NOT AVAILABLE,6-2246-00350/00002
-73.446851404999961,43.907762523000024,3895,362342,Ticonderoga Transfer Station,BURN BAUGHN ROAD,TICONDEROGA,NY,12883,NOT AVAILABLE,(518) 858-6265,TRANSFER,OPEN,ESSEX,36031,USA,43.90776252,-73.4468514,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ESSEX COUNTY,NOT AVAILABLE,16R41
-76.862141830999974,42.361451453000029,3896,362348,Trashmasters - Parmenter Inc,2640 STATE RT. 14,MONTOUR FALLS,NY,14865,NOT AVAILABLE,(607) 759-7106,TRANSFER,OPEN,SCHUYLER,36097,USA,42.36145145,-76.86214183,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RONALD PARMENTER,NOT AVAILABLE,49R04
-76.481495395999957,43.068396686000021,3897,362347,TOWN OF ELBRIDGE,5 ROUTE 31,JORDON,NY,13080,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,ONONDAGA,36067,USA,43.06839669,-76.4814954,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF ELBRIDGE,NOT AVAILABLE,NOT AVAILABLE
-73.289516437999964,40.767590700000028,3898,362350,Try Recycling Services LLC,135 SOUTH SECOND ST,BAYSHORE,NY,11706,NOT AVAILABLE,(631) 158-1165,TRANSFER,OPEN,SUFFOLK,36103,USA,40.7675907,-73.28951644,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2017-10-10T00:00:00.000Z,IMAGERY/OTHER,2017-10-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,6/30/2022,TRY RECYCLING SERVICES LLC,NOT AVAILABLE,1-4728-01451/00001
